Ca,Fe,Mg,Ni,S,Si,Ti,mineral
0,0,184,0,0,172,5,Olivine
0,209,177,0,0,172,5,Olivine
0,111,170,1,0,174,1,Olivine
0,0,193,1,0,189,6,Olivine
0,119,182,0,0,173,5,Olivine
0,194,173,0,0,177,3,Olivine
1,19,108,3,0,184,7,Olivine
0,0,144,0,0,155,7,Olivine
0,237,137,0,0,178,3,Olivine
0,78,129,1,0,176,2,Olivine
0,294,151,0,0,147,2,Olivine
0,45,129,1,0,167,8,Olivine
0,187,116,0,0,174,7,Olivine
0,26,133,1,0,181,1,Olivine
0,246,137,0,0,172,6,Olivine
1,24,125,1,0,167,2,Olivine
0,21,144,1,0,173,5,Olivine
0,0,157,0,0,171,0,Olivine
0,15,148,0,0,191,5,Olivine
0,169,161,1,0,176,0,Olivine
0,0,142,0,0,157,4,Olivine
0,213,143,0,0,163,3,Olivine
0,178,149,1,0,145,3,Olivine
0,68,129,0,0,191,1,Olivine
0,238,152,0,0,186,4,Olivine
0,12,142,0,0,189,4,Olivine
0,256,29,0,0,152,4,Olivine
1,246,0,0,0,156,1,Olivine
0,258,0,0,0,124,2,Olivine
0,418,10,0,0,136,0,Olivine
0,213,6,4,0,146,6,Olivine
1,140,0,1,0,151,8,Olivine
0,223,10,0,0,124,5,Olivine
0,153,0,0,0,134,5,Olivine
0,253,0,0,0,157,7,Olivine
0,184,0,0,0,146,4,Olivine
0,18,133,0,0,182,2,Olivine
0,168,124,2,0,173,2,Olivine
0,0,118,2,0,143,4,Olivine
1,81,105,0,0,161,5,Olivine
0,0,131,1,0,173,3,Olivine
0,85,102,1,0,166,4,Olivine
0,0,149,0,0,191,2,Olivine
0,16,138,2,0,168,3,Olivine
0,0,120,0,0,139,4,Olivine
0,58,116,0,0,152,5,Olivine
0,0,95,1,0,156,3,Olivine
0,133,70,0,0,162,1,Olivine
0,304,64,1,0,163,1,Olivine
0,134,61,1,0,151,7,Olivine
0,0,82,1,0,175,0,Olivine
0,0,78,0,0,168,0,Olivine
0,227,96,2,0,156,1,Olivine
0,63,93,0,0,153,2,Olivine
0,0,84,0,0,153,4,Olivine
1,159,68,0,0,159,0,Olivine
0,66,100,3,0,174,5,Olivine
0,108,80,3,0,152,2,Olivine
0,87,102,0,0,153,6,Olivine
1,259,84,0,0,159,6,Olivine
1,72,102,0,0,170,4,Olivine
0,158,101,0,0,146,2,Olivine
0,88,91,0,0,150,0,Olivine
0,215,94,0,0,153,0,Olivine
0,14,66,0,0,167,0,Olivine
0,223,88,1,0,170,1,Olivine
0,252,58,1,0,142,9,Olivine
1,12,61,1,0,141,5,Olivine
0,21,76,0,0,121,0,Olivine
0,185,53,0,0,174,3,Olivine
0,90,58,0,0,145,2,Olivine
0,0,68,1,0,151,0,Olivine
0,113,65,1,0,161,0,Olivine
0,82,48,1,0,157,4,Olivine
0,100,62,2,0,142,1,Olivine
0,0,42,0,0,156,5,Olivine
0,0,160,0,0,191,1,Olivine
0,154,150,0,0,178,3,Olivine
0,114,160,0,0,202,3,Olivine
0,0,166,0,0,183,7,Olivine
0,3,154,0,0,169,5,Olivine
0,55,188,0,0,176,6,Olivine
0,0,158,0,0,180,1,Olivine
1,16,164,2,0,181,9,Olivine
0,0,155,0,0,161,6,Olivine
0,302,183,2,0,174,3,Olivine
0,160,260,2,0,188,2,Olivine
1,140,251,0,0,191,2,Olivine
0,0,263,0,0,204,3,Olivine
1,118,275,0,0,231,2,Olivine
0,0,264,0,0,221,3,Olivine
2,110,269,0,0,189,2,Olivine
0,27,258,0,0,188,4,Olivine
0,91,267,1,0,216,4,Olivine
0,117,276,0,0,192,3,Olivine
0,170,262,0,0,222,0,Olivine
1,32,104,0,0,166,6,Olivine
0,104,98,0,0,160,4,Olivine
0,247,102,0,0,154,1,Olivine
0,121,119,0,0,164,4,Olivine
0,124,118,1,0,162,1,Olivine
0,251,104,0,0,153,1,Olivine
0,73,93,1,0,174,3,Olivine
0,189,102,0,0,161,2,Olivine
0,253,115,0,0,142,0,Olivine
1,177,123,0,0,164,1,Olivine
0,164,208,0,0,173,2,Olivine
0,176,192,0,0,173,3,Olivine
0,179,172,2,0,178,0,Olivine
0,46,155,1,0,170,5,Olivine
1,134,196,0,0,174,1,Olivine
0,43,141,0,0,175,3,Olivine
0,138,182,1,0,183,6,Olivine
0,112,157,0,0,185,1,Olivine
0,292,165,1,0,171,1,Olivine
1,0,151,2,0,208,2,Olivine
0,0,134,1,0,181,1,Olivine
1,178,152,0,0,160,1,Olivine
0,0,140,1,0,175,0,Olivine
1,109,146,1,0,186,3,Olivine
0,6,147,0,0,175,1,Olivine
1,191,127,0,0,177,2,Olivine
0,51,142,1,0,181,2,Olivine
1,2,132,1,0,177,6,Olivine
0,85,92,0,0,190,3,Olivine
0,228,155,0,0,165,6,Olivine
0,0,236,0,0,217,6,Olivine
0,88,246,0,0,174,2,Olivine
0,144,279,1,0,212,0,Olivine
0,136,208,1,0,194,4,Olivine
0,1,241,0,0,166,6,Olivine
0,0,244,0,0,193,3,Olivine
0,19,240,0,0,197,2,Olivine
0,105,255,0,0,202,3,Olivine
0,0,253,0,0,197,3,Olivine
0,52,226,0,0,182,4,Olivine
0,108,272,0,0,197,4,Olivine
0,72,262,2,0,200,0,Olivine
0,263,262,0,0,197,2,Olivine
0,0,272,1,0,197,4,Olivine
0,4,248,0,0,200,5,Olivine
0,156,263,0,0,201,3,Olivine
0,0,249,0,0,186,2,Olivine
0,0,246,0,0,172,7,Olivine
1,0,248,0,0,199,3,Olivine
0,26,247,0,0,194,5,Olivine
0,263,13,0,0,146,1,Olivine
0,77,23,0,0,145,8,Olivine
0,304,19,0,0,138,4,Olivine
0,114,38,0,0,154,4,Olivine
0,263,34,0,0,152,7,Olivine
0,104,20,2,0,142,3,Olivine
0,27,25,0,0,151,3,Olivine
0,2,11,2,0,144,6,Olivine
0,0,33,0,0,142,0,Olivine
0,144,55,0,0,126,4,Olivine
0,307,32,2,0,148,2,Olivine
0,312,14,0,0,129,8,Olivine
0,189,24,0,0,137,5,Olivine
0,187,30,1,0,145,1,Olivine
0,233,6,1,0,142,4,Olivine
0,323,14,0,0,156,0,Olivine
0,19,28,0,0,145,6,Olivine
0,172,6,2,0,129,4,Olivine
0,198,23,0,0,136,6,Olivine
0,176,23,0,0,150,3,Olivine
0,55,234,1,0,158,6,Olivine
0,28,217,0,0,185,3,Olivine
1,145,254,0,0,176,5,Olivine
1,172,217,0,0,188,0,Olivine
0,40,223,0,0,197,4,Olivine
1,44,231,1,0,175,3,Olivine
0,0,205,1,0,189,1,Olivine
0,219,224,0,0,205,5,Olivine
0,277,219,1,0,190,5,Olivine
1,0,246,0,0,184,5,Olivine
0,0,41,2,0,172,3,Olivine
1,241,44,2,0,166,2,Olivine
1,221,33,0,0,145,2,Olivine
0,282,20,1,0,190,4,Olivine
0,283,24,1,0,156,8,Olivine
0,168,67,1,0,144,9,Olivine
0,95,35,0,0,148,5,Olivine
0,13,24,0,0,140,5,Olivine
0,51,38,1,0,136,1,Olivine
0,295,31,0,0,131,1,Olivine
0,0,295,0,0,192,5,Olivine
0,108,268,0,0,185,8,Olivine
0,139,273,2,0,184,5,Olivine
0,31,238,0,0,198,1,Olivine
0,112,275,2,0,230,3,Olivine
0,0,235,0,0,215,2,Olivine
0,0,254,0,0,187,2,Olivine
0,0,279,0,0,189,1,Olivine
0,149,264,0,0,186,3,Olivine
0,35,251,2,0,208,4,Olivine
0,179,165,0,0,191,6,Olivine
0,240,143,0,0,200,2,Olivine
0,3,172,0,0,158,5,Olivine
0,117,143,0,0,193,8,Olivine
0,2,153,0,0,156,7,Olivine
0,158,150,0,0,195,2,Olivine
0,79,134,0,0,171,1,Olivine
0,226,141,0,0,149,3,Olivine
0,57,185,1,0,159,0,Olivine
0,131,152,0,0,186,4,Olivine
1,82,243,1,0,187,4,Olivine
0,111,238,0,0,193,3,Olivine
0,0,255,0,0,192,5,Olivine
0,133,243,2,0,199,2,Olivine
0,0,233,1,0,184,6,Olivine
0,169,226,1,0,196,0,Olivine
0,31,246,4,0,186,0,Olivine
0,93,249,0,0,185,0,Olivine
0,43,257,1,0,201,6,Olivine
0,0,252,3,0,191,4,Olivine
0,111,117,2,0,169,7,Olivine
0,258,96,1,0,158,1,Olivine
0,122,97,0,0,174,3,Olivine
0,169,77,0,0,136,4,Olivine
0,202,115,0,0,158,1,Olivine
0,210,104,0,0,165,2,Olivine
1,74,99,0,0,178,0,Olivine
1,142,98,0,0,166,3,Olivine
0,179,102,1,0,153,5,Olivine
0,30,106,1,0,140,3,Olivine
1,49,9,1,0,142,5,Olivine
1,44,0,0,0,161,1,Olivine
0,92,10,2,0,139,2,Olivine
0,0,0,0,0,130,1,Olivine
1,119,7,1,0,128,3,Olivine
0,254,0,1,0,148,5,Olivine
0,23,0,0,0,144,1,Olivine
1,0,8,0,0,156,5,Olivine
0,259,6,1,0,143,1,Olivine
0,91,4,0,0,156,6,Olivine
0,31,264,0,0,174,0,Olivine
0,0,254,0,0,192,2,Olivine
1,0,246,0,0,186,3,Olivine
0,113,259,0,0,178,3,Olivine
0,122,264,0,0,213,5,Olivine
1,0,228,1,0,204,2,Olivine
0,0,262,0,0,190,6,Olivine
0,0,249,1,0,193,3,Olivine
0,124,265,0,0,194,1,Olivine
0,0,258,0,0,179,5,Olivine
0,33,222,0,0,203,2,Olivine
0,104,215,3,0,181,1,Olivine
0,0,212,0,0,203,4,Olivine
0,0,215,0,0,189,3,Olivine
1,229,228,2,0,191,3,Olivine
0,89,222,3,0,182,4,Olivine
0,62,225,1,0,194,3,Olivine
0,350,222,1,0,199,1,Olivine
0,62,222,0,0,183,3,Olivine
0,154,243,0,0,197,7,Olivine
0,26,195,1,0,190,5,Olivine
0,0,167,0,0,179,2,Olivine
0,101,170,0,0,184,3,Olivine
0,19,177,1,0,207,4,Olivine
0,24,168,0,0,165,4,Olivine
1,280,172,1,0,175,1,Olivine
0,0,155,1,0,184,5,Olivine
1,54,158,0,0,178,2,Olivine
1,367,189,0,0,166,8,Olivine
0,14,184,0,0,171,0,Olivine
1,0,126,1,0,179,4,Olivine
0,170,114,0,0,172,0,Olivine
0,115,112,0,0,150,3,Olivine
0,0,126,2,0,170,6,Olivine
0,0,103,0,0,183,4,Olivine
0,176,122,1,0,158,2,Olivine
0,92,141,0,0,138,3,Olivine
0,237,138,0,0,156,0,Olivine
0,166,116,0,0,171,7,Olivine
0,0,121,1,0,147,3,Olivine
0,0,116,1,0,172,5,Olivine
0,16,105,0,0,153,5,Olivine
0,125,96,0,0,174,3,Olivine
0,263,96,1,0,146,0,Olivine
0,172,83,0,0,162,3,Olivine
1,0,109,0,0,170,4,Olivine
0,87,107,1,0,166,5,Olivine
0,251,96,1,0,161,0,Olivine
0,130,85,0,0,176,1,Olivine
2,188,95,1,0,170,0,Olivine
0,0,166,0,0,169,0,Olivine
0,100,194,0,0,195,1,Olivine
0,0,217,0,0,181,0,Olivine
0,140,205,1,0,170,4,Olivine
0,0,188,0,0,186,6,Olivine
0,0,208,0,0,206,3,Olivine
0,0,184,1,0,179,3,Olivine
0,121,191,0,0,183,4,Olivine
0,81,217,0,0,197,7,Olivine
0,125,215,0,0,175,5,Olivine
0,15,189,1,0,180,5,Olivine
0,63,218,1,0,197,4,Olivine
2,0,204,3,0,187,5,Olivine
0,80,178,0,0,199,6,Olivine
0,13,202,0,0,155,3,Olivine
0,117,190,1,0,187,4,Olivine
0,8,200,1,0,166,9,Olivine
0,0,206,0,0,164,5,Olivine
0,110,200,0,0,199,3,Olivine
2,0,195,0,0,183,3,Olivine
0,137,155,0,0,193,4,Olivine
0,58,169,0,0,157,0,Olivine
0,51,161,0,0,151,0,Olivine
1,30,163,0,0,171,3,Olivine
0,61,166,0,0,157,5,Olivine
0,0,191,0,0,161,0,Olivine
0,171,192,0,0,166,6,Olivine
0,0,168,1,0,175,2,Olivine
0,207,160,1,0,159,8,Olivine
0,41,186,0,0,190,4,Olivine
0,75,18,1,0,152,3,Olivine
1,227,11,0,0,147,5,Olivine
0,84,30,1,0,156,4,Olivine
0,262,17,1,0,139,6,Olivine
0,56,26,0,0,153,2,Olivine
0,147,3,0,0,122,6,Olivine
0,406,24,0,0,121,6,Olivine
1,167,30,1,0,152,6,Olivine
1,245,27,0,0,145,0,Olivine
0,221,2,2,0,139,9,Olivine
0,126,200,2,0,173,6,Olivine
0,81,159,1,0,174,3,Olivine
0,260,225,1,0,173,3,Olivine
0,35,173,0,0,182,2,Olivine
1,0,196,0,0,162,0,Olivine
0,18,185,1,0,173,4,Olivine
0,20,226,2,0,168,5,Olivine
0,152,184,0,0,181,4,Olivine
0,0,210,0,0,166,2,Olivine
0,136,217,1,0,192,0,Olivine
0,155,68,0,0,155,5,Olivine
0,2,65,0,0,155,3,Olivine
0,202,94,0,0,168,5,Olivine
0,217,78,0,0,166,3,Olivine
0,23,90,0,0,154,5,Olivine
0,124,77,1,0,157,3,Olivine
1,0,82,2,0,151,3,Olivine
0,148,79,1,0,164,0,Olivine
0,266,49,0,0,147,0,Olivine
0,140,72,0,0,165,3,Olivine
0,0,140,0,0,154,8,Olivine
0,134,138,0,0,183,3,Olivine
0,147,93,2,0,160,2,Olivine
1,0,130,1,0,166,4,Olivine
0,166,108,3,0,152,1,Olivine
1,120,129,2,0,178,6,Olivine
2,92,137,1,0,153,5,Olivine
0,225,128,0,0,167,6,Olivine
0,241,118,0,0,182,2,Olivine
0,0,108,0,0,175,5,Olivine
0,0,145,2,0,161,0,Olivine
0,132,132,1,0,179,7,Olivine
0,122,132,0,0,173,2,Olivine
0,0,155,0,0,167,3,Olivine
0,0,118,0,0,169,4,Olivine
1,0,126,0,0,162,4,Olivine
1,58,150,0,0,146,5,Olivine
0,75,152,0,0,167,6,Olivine
0,170,125,1,0,171,7,Olivine
0,66,146,1,0,189,4,Olivine
1,215,165,1,0,181,3,Olivine
0,100,180,3,0,180,9,Olivine
2,60,188,0,0,171,1,Olivine
1,117,161,1,0,182,3,Olivine
0,0,150,0,0,152,6,Olivine
0,106,142,1,0,200,4,Olivine
0,181,165,0,0,168,6,Olivine
0,157,168,0,0,177,0,Olivine
0,90,166,1,0,172,5,Olivine
0,0,163,1,0,171,7,Olivine
1,148,30,0,0,153,3,Olivine
0,22,60,1,0,116,1,Olivine
0,145,41,0,0,163,1,Olivine
1,268,61,0,0,160,3,Olivine
1,111,57,0,0,152,4,Olivine
0,232,45,0,0,144,3,Olivine
0,131,67,1,0,149,6,Olivine
0,278,57,2,0,154,4,Olivine
1,81,43,2,0,160,4,Olivine
0,341,37,0,0,133,0,Olivine
1,16,127,0,0,163,2,Olivine
0,398,125,0,0,175,6,Olivine
0,346,112,0,0,158,9,Olivine
0,320,91,2,0,142,3,Olivine
0,77,88,0,0,164,2,Olivine
0,125,90,1,0,178,4,Olivine
1,7,97,0,0,160,5,Olivine
0,50,108,0,0,164,2,Olivine
1,145,100,0,0,141,4,Olivine
0,266,100,0,0,154,5,Olivine
0,28,223,0,0,173,1,Olivine
0,135,175,0,0,182,5,Olivine
1,75,187,0,0,177,5,Olivine
0,157,194,3,0,176,4,Olivine
0,11,173,2,0,156,4,Olivine
0,265,180,0,0,165,2,Olivine
0,99,206,0,0,168,3,Olivine
0,46,189,2,0,197,3,Olivine
1,215,196,0,0,175,2,Olivine
0,104,186,0,0,167,4,Olivine
0,199,0,0,0,138,0,Olivine
0,44,28,1,0,137,5,Olivine
1,216,24,1,0,146,0,Olivine
0,222,15,0,0,154,4,Olivine
0,161,44,0,0,139,5,Olivine
0,143,17,0,0,145,1,Olivine
0,181,28,0,0,152,2,Olivine
0,219,24,0,0,123,4,Olivine
0,279,11,0,0,123,0,Olivine
0,14,26,0,0,147,4,Olivine
0,28,38,0,0,155,6,Olivine
0,38,20,1,0,167,5,Olivine
1,72,49,1,0,110,0,Olivine
0,7,56,0,0,166,5,Olivine
0,323,46,0,0,133,5,Olivine
0,167,30,0,0,168,4,Olivine
0,195,27,1,0,145,2,Olivine
0,11,41,0,0,145,5,Olivine
1,199,44,4,0,121,0,Olivine
0,192,69,0,0,164,1,Olivine
0,54,70,0,0,152,2,Olivine
0,196,105,0,0,151,3,Olivine
0,232,83,3,0,176,5,Olivine
0,25,99,2,0,147,4,Olivine
0,228,79,0,0,172,1,Olivine
1,63,90,0,0,155,6,Olivine
0,46,91,2,0,161,9,Olivine
0,59,88,0,0,178,6,Olivine
0,90,53,0,0,163,8,Olivine
0,216,83,0,0,148,0,Olivine
0,130,155,0,0,171,2,Olivine
1,176,158,2,0,197,0,Olivine
0,244,149,1,0,169,4,Olivine
0,0,138,0,0,169,5,Olivine
0,102,137,0,0,175,6,Olivine
0,251,154,0,0,174,4,Olivine
0,97,132,0,0,169,5,Olivine
0,0,147,0,0,199,4,Olivine
0,231,144,0,0,155,1,Olivine
1,245,175,1,0,174,6,Olivine
0,0,242,0,0,200,3,Olivine
0,65,247,0,0,199,5,Olivine
0,147,236,2,0,211,5,Olivine
0,0,227,0,0,186,2,Olivine
0,0,231,0,0,200,1,Olivine
0,0,216,0,0,179,2,Olivine
0,3,251,0,0,187,3,Olivine
0,3,235,0,0,190,2,Olivine
0,0,220,0,0,200,6,Olivine
0,64,228,0,0,185,4,Olivine
1,40,207,0,0,188,2,Olivine
0,308,196,0,0,196,5,Olivine
1,54,200,0,0,194,3,Olivine
0,107,190,0,0,170,1,Olivine
2,0,195,0,0,180,0,Olivine
0,166,217,0,0,187,3,Olivine
0,0,220,1,0,187,3,Olivine
0,97,194,0,0,167,6,Olivine
0,137,226,0,0,198,5,Olivine
0,120,233,0,0,176,7,Olivine
0,0,271,1,0,201,6,Olivine
0,0,246,0,0,192,1,Olivine
1,96,273,0,0,195,7,Olivine
1,0,269,0,0,189,0,Olivine
0,103,261,0,0,190,7,Olivine
0,53,274,1,0,198,6,Olivine
0,166,246,0,0,208,5,Olivine
0,40,263,0,0,166,5,Olivine
1,9,261,0,0,192,1,Olivine
0,40,270,2,0,197,6,Olivine
0,177,166,1,0,160,3,Olivine
0,43,178,1,0,200,4,Olivine
0,66,189,0,0,183,4,Olivine
0,13,196,0,0,178,4,Olivine
1,0,206,1,0,173,3,Olivine
1,109,193,1,0,164,5,Olivine
0,47,169,0,0,169,7,Olivine
0,91,172,0,0,167,4,Olivine
0,71,185,0,0,185,5,Olivine
0,148,209,0,0,178,2,Olivine
2,82,231,2,0,189,2,Olivine
0,0,216,0,0,179,7,Olivine
0,14,224,0,0,192,3,Olivine
0,58,226,0,0,206,2,Olivine
0,41,243,2,0,209,1,Olivine
0,104,215,0,0,199,8,Olivine
1,0,234,0,0,192,2,Olivine
0,157,234,0,0,193,5,Olivine
0,95,242,1,0,192,4,Olivine
0,0,214,0,0,202,0,Olivine
0,107,79,0,0,130,0,Olivine
0,54,72,1,0,140,1,Olivine
0,123,81,0,0,162,5,Olivine
0,162,79,0,0,137,5,Olivine
0,139,61,1,0,181,5,Olivine
0,0,73,0,0,137,6,Olivine
0,0,72,0,0,129,6,Olivine
1,359,52,0,0,144,6,Olivine
0,19,59,0,0,170,0,Olivine
0,0,92,0,0,163,0,Olivine
0,210,110,0,0,150,3,Olivine
0,25,101,1,0,157,1,Olivine
0,175,108,0,0,164,3,Olivine
1,153,122,1,0,140,7,Olivine
0,218,113,0,0,167,6,Olivine
1,146,127,1,0,174,5,Olivine
0,27,114,0,0,163,6,Olivine
0,2,111,2,0,180,4,Olivine
1,116,90,1,0,155,2,Olivine
1,90,115,0,0,173,3,Olivine
0,62,41,0,0,151,2,Olivine
0,37,26,1,0,156,4,Olivine
0,13,49,0,0,144,5,Olivine
0,243,36,0,0,162,7,Olivine
0,140,64,0,0,137,3,Olivine
1,208,29,2,0,135,2,Olivine
0,148,48,1,0,160,1,Olivine
0,103,57,1,0,169,6,Olivine
0,175,43,0,0,137,5,Olivine
0,95,37,0,0,176,6,Olivine
0,168,121,0,0,167,0,Olivine
0,163,115,0,0,167,1,Olivine
0,0,102,0,0,173,6,Olivine
0,0,135,0,0,150,5,Olivine
0,178,81,0,0,145,5,Olivine
0,99,110,0,0,153,2,Olivine
0,38,94,0,0,160,5,Olivine
0,139,107,1,0,156,2,Olivine
0,102,118,0,0,162,2,Olivine
0,124,106,2,0,178,0,Olivine
0,158,247,0,0,213,0,Olivine
1,0,256,0,0,218,5,Olivine
0,0,227,0,0,189,0,Olivine
0,0,229,2,0,194,2,Olivine
0,35,213,1,0,203,6,Olivine
0,0,256,1,0,171,5,Olivine
0,103,224,0,0,188,7,Olivine
0,0,231,1,0,172,6,Olivine
1,71,254,0,0,203,6,Olivine
0,0,253,0,0,164,4,Olivine
1,45,237,0,0,205,3,Olivine
0,156,219,0,0,198,2,Olivine
0,77,205,0,0,207,3,Olivine
0,7,251,0,0,200,4,Olivine
1,0,251,0,0,198,3,Olivine
0,56,226,0,0,186,3,Olivine
0,155,220,1,0,179,6,Olivine
0,0,222,0,0,175,2,Olivine
0,0,235,0,0,191,7,Olivine
0,0,236,0,0,206,3,Olivine
0,71,223,0,0,207,4,Olivine
0,191,249,4,0,165,4,Olivine
0,0,236,0,0,197,2,Olivine
0,0,229,0,0,178,4,Olivine
0,0,260,2,0,201,3,Olivine
0,271,236,0,0,196,2,Olivine
0,0,205,1,0,209,3,Olivine
0,0,257,2,0,200,3,Olivine
0,0,245,0,0,174,3,Olivine
1,104,246,0,0,181,5,Olivine
0,100,70,1,0,146,5,Olivine
1,116,72,2,0,170,1,Olivine
0,97,66,0,0,166,4,Olivine
0,129,56,2,0,164,3,Olivine
0,215,82,0,0,159,4,Olivine
0,207,86,0,0,158,6,Olivine
0,233,50,1,0,154,3,Olivine
0,182,88,0,0,151,2,Olivine
0,242,77,0,0,137,3,Olivine
0,186,58,0,0,170,3,Olivine
0,73,163,0,0,200,4,Olivine
0,0,156,0,0,188,4,Olivine
0,68,173,2,0,178,4,Olivine
0,170,182,0,0,173,4,Olivine
0,0,152,2,0,175,7,Olivine
0,80,168,2,0,171,2,Olivine
0,220,121,0,0,152,8,Olivine
0,107,157,0,0,182,4,Olivine
0,57,164,0,0,181,3,Olivine
0,172,147,1,0,169,5,Olivine
0,15,0,2,0,160,4,Olivine
0,379,0,0,0,141,4,Olivine
1,403,14,2,0,137,2,Olivine
0,89,0,1,0,147,6,Olivine
0,120,0,1,0,170,2,Olivine
0,15,0,3,0,159,0,Olivine
0,242,0,0,0,160,4,Olivine
0,320,0,0,0,144,2,Olivine
0,122,0,1,0,135,3,Olivine
0,277,4,0,0,138,5,Olivine
1,261,16,3,0,154,4,Olivine
1,266,8,0,0,143,0,Olivine
0,172,25,0,0,148,0,Olivine
0,108,35,2,0,129,2,Olivine
0,0,35,0,0,175,2,Olivine
0,146,5,0,0,155,3,Olivine
0,81,13,2,0,158,4,Olivine
0,95,28,0,0,170,3,Olivine
0,136,41,0,0,148,1,Olivine
0,94,16,0,0,139,5,Olivine
0,74,57,0,0,163,1,Olivine
0,108,49,1,0,151,7,Olivine
0,78,45,3,0,162,0,Olivine
0,67,48,2,0,158,2,Olivine
0,326,62,1,0,134,6,Olivine
0,0,72,0,0,141,5,Olivine
1,70,46,0,0,135,6,Olivine
1,115,57,0,0,146,3,Olivine
0,209,52,0,0,163,1,Olivine
0,119,35,0,0,144,3,Olivine
0,0,86,1,0,167,6,Olivine
0,165,105,1,0,154,4,Olivine
0,65,108,1,0,139,6,Olivine
0,275,100,0,0,174,2,Olivine
0,108,124,0,0,149,0,Olivine
1,66,92,0,0,166,1,Olivine
0,233,124,0,0,152,6,Olivine
0,177,104,1,0,165,4,Olivine
0,183,81,1,0,155,6,Olivine
0,203,103,0,0,159,6,Olivine
0,0,276,0,0,193,3,Olivine
2,140,286,1,0,205,2,Olivine
0,105,306,0,0,187,7,Olivine
0,101,272,1,0,193,1,Olivine
0,0,267,3,0,214,3,Olivine
2,86,279,0,0,211,1,Olivine
0,35,271,1,0,210,4,Olivine
0,0,248,0,0,206,5,Olivine
0,0,292,1,0,189,1,Olivine
0,15,268,0,0,191,1,Olivine
0,241,110,0,0,165,7,Olivine
1,37,108,0,0,183,5,Olivine
0,0,113,0,0,153,5,Olivine
1,0,77,0,0,166,7,Olivine
1,0,108,0,0,159,3,Olivine
0,149,86,2,0,151,3,Olivine
0,134,79,2,0,182,4,Olivine
0,0,117,0,0,132,3,Olivine
0,337,71,0,0,180,1,Olivine
1,0,105,0,0,165,6,Olivine
0,151,249,0,0,201,5,Olivine
0,3,256,0,0,197,3,Olivine
0,127,259,0,0,191,5,Olivine
1,57,244,0,0,181,2,Olivine
0,70,240,2,0,173,2,Olivine
0,98,259,1,0,186,1,Olivine
0,44,275,2,0,206,7,Olivine
1,195,259,0,0,206,2,Olivine
0,0,262,1,0,219,6,Olivine
0,0,244,2,0,206,0,Olivine
0,0,57,0,0,153,2,Olivine
0,257,64,2,0,152,5,Olivine
0,69,67,1,0,153,2,Olivine
0,64,58,0,0,148,8,Olivine
0,220,78,1,0,145,1,Olivine
0,34,65,0,0,145,3,Olivine
0,113,52,0,0,140,1,Olivine
0,265,61,0,0,144,3,Olivine
0,145,44,0,0,151,1,Olivine
0,261,44,0,0,168,4,Olivine
1,0,170,1,0,196,5,Olivine
0,140,206,0,0,163,6,Olivine
0,149,185,0,0,170,2,Olivine
0,49,155,1,0,201,1,Olivine
0,0,191,0,0,164,2,Olivine
0,38,175,0,0,197,6,Olivine
0,29,186,0,0,159,5,Olivine
0,0,175,0,0,182,6,Olivine
0,220,181,0,0,206,0,Olivine
0,7,159,0,0,200,6,Olivine
0,0,68,0,0,141,1,Olivine
1,272,71,1,0,176,0,Olivine
1,44,64,0,0,135,0,Olivine
0,73,72,1,0,143,3,Olivine
1,165,68,0,0,162,4,Olivine
1,90,67,0,0,154,3,Olivine
0,171,82,1,0,147,7,Olivine
0,229,61,0,0,135,3,Olivine
0,77,57,0,0,147,4,Olivine
0,208,42,1,0,137,5,Olivine
0,325,33,0,0,141,2,Olivine
0,350,29,0,0,149,8,Olivine
0,219,11,0,0,145,0,Olivine
1,216,16,1,0,130,5,Olivine
0,328,28,0,0,163,10,Olivine
0,165,60,0,0,150,6,Olivine
0,134,41,0,0,163,3,Olivine
0,144,21,2,0,140,8,Olivine
0,0,44,0,0,118,0,Olivine
1,59,14,0,0,143,3,Olivine
0,202,210,0,0,201,4,Olivine
1,65,186,0,0,184,5,Olivine
1,0,195,1,0,161,5,Olivine
0,373,209,0,0,150,2,Olivine
0,242,206,0,0,167,4,Olivine
0,122,193,0,0,187,4,Olivine
0,165,202,1,0,207,5,Olivine
1,15,196,2,0,193,9,Olivine
1,86,212,0,0,191,3,Olivine
0,0,211,0,0,198,2,Olivine
0,122,40,1,0,168,3,Olivine
1,46,31,0,0,144,7,Olivine
0,107,36,0,0,159,3,Olivine
0,0,37,0,0,160,7,Olivine
0,204,16,0,0,150,1,Olivine
0,19,49,2,0,151,4,Olivine
0,0,14,2,0,162,1,Olivine
0,178,27,0,0,132,2,Olivine
0,175,64,0,0,124,3,Olivine
0,191,23,0,0,158,6,Olivine
1,110,208,0,0,201,4,Olivine
0,181,226,0,0,162,4,Olivine
0,60,225,0,0,176,5,Olivine
0,0,219,1,0,178,4,Olivine
0,0,225,0,0,168,3,Olivine
0,0,226,0,0,192,1,Olivine
0,54,217,2,0,194,2,Olivine
0,0,217,0,0,194,5,Olivine
1,40,230,0,0,184,3,Olivine
0,0,218,0,0,189,1,Olivine
1,208,183,1,0,172,0,Olivine
0,87,165,1,0,164,4,Olivine
0,31,168,0,0,174,0,Olivine
0,56,161,0,0,192,6,Olivine
0,0,141,0,0,209,4,Olivine
0,8,170,2,0,184,0,Olivine
0,47,174,1,0,177,1,Olivine
1,8,171,1,0,161,3,Olivine
0,0,149,0,0,172,4,Olivine
